count,datasourceId,variable,field,runId,value
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,clinicalStatus,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,cohortPhenotypes,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,drugId,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,variantFunctionalConsequenceId,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,publicationYear,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,targetModulation,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,resourceScore,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,urls_niceName,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,urls_url,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,cohortShortName,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,pathwayId,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,literature,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,oddsRatio,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,confidence,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,publicationFirstAuthor,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,pValueExponent,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,pValueMantissa,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,clinicalPhase,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,textMiningSentences_dEnd,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,textMiningSentences_dStart,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,textMiningSentences_section,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,textMiningSentences_tEnd,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,textMiningSentences_tStart,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,textMiningSentences_text,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,cohortId,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,targetFromSourceId,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,significantDriverMethods,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,reactionId,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,clinicalSignificances,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,datatypeId,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,diseaseFromSource,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,diseaseCellLines,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,allelicRequirements,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,confidenceIntervalLower,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,contrast,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,studyOverview,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,confidenceIntervalUpper,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,targetInModel,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,pathwayName,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,cohortDescription,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,variantRsId,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,studyCases,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,diseaseId,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,studyId,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,studySampleSize,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,targetSymbol,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,targetName,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,diseaseLabel,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,id,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,score,21.02,
str,phewas_catalog,evidenceFieldNotNullCountByDatasource,sourceId,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,targetId,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,variantId,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,variantAminoacidDescriptions,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,clinicalStatus,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,cohortPhenotypes,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,drugId,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,variantFunctionalConsequenceId,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,publicationYear,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,targetModulation,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,resourceScore,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,urls_niceName,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,urls_url,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,cohortShortName,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,pathwayId,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,literature,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,oddsRatio,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,confidence,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,publicationFirstAuthor,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,pValueExponent,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,pValueMantissa,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,clinicalPhase,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,textMiningSentences_dEnd,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,textMiningSentences_dStart,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,textMiningSentences_section,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,textMiningSentences_tEnd,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,textMiningSentences_tStart,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,textMiningSentences_text,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,cohortId,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,targetFromSourceId,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,significantDriverMethods,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,reactionId,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,clinicalSignificances,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,datatypeId,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,diseaseFromSource,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,diseaseCellLines,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,allelicRequirements,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,confidenceIntervalLower,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,contrast,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,studyOverview,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,confidenceIntervalUpper,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,targetInModel,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,pathwayName,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,cohortDescription,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,variantRsId,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,studyCases,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,diseaseId,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,studyId,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,studySampleSize,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,targetSymbol,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,targetName,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,diseaseLabel,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,id,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,score,21.02,
str,cancer_gene_census,evidenceFieldNotNullCountByDatasource,sourceId,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,targetId,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,variantId,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,variantAminoacidDescriptions,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,clinicalStatus,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,cohortPhenotypes,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,drugId,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,variantFunctionalConsequenceId,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,publicationYear,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,targetModulation,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,resourceScore,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,urls_niceName,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,urls_url,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,cohortShortName,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,pathwayId,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,literature,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,oddsRatio,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,confidence,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,publicationFirstAuthor,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,pValueExponent,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,pValueMantissa,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,clinicalPhase,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,textMiningSentences_dEnd,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,textMiningSentences_dStart,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,textMiningSentences_section,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,textMiningSentences_tEnd,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,textMiningSentences_tStart,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,textMiningSentences_text,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,cohortId,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,targetFromSourceId,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,significantDriverMethods,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,reactionId,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,clinicalSignificances,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,datatypeId,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,diseaseFromSource,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,diseaseCellLines,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,allelicRequirements,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,confidenceIntervalLower,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,contrast,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,studyOverview,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,confidenceIntervalUpper,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,targetInModel,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,pathwayName,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,cohortDescription,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,variantRsId,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,studyCases,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,diseaseId,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,studyId,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,studySampleSize,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,targetSymbol,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,targetName,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,diseaseLabel,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,id,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,score,21.02,
str,progeny,evidenceFieldNotNullCountByDatasource,sourceId,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,targetId,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,variantId,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,variantAminoacidDescriptions,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,clinicalStatus,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,cohortPhenotypes,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,drugId,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,variantFunctionalConsequenceId,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,publicationYear,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,targetModulation,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,resourceScore,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,urls_niceName,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,urls_url,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,cohortShortName,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,pathwayId,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,literature,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,oddsRatio,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,confidence,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,publicationFirstAuthor,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,pValueExponent,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,pValueMantissa,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,clinicalPhase,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,textMiningSentences_dEnd,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,textMiningSentences_dStart,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,textMiningSentences_section,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,textMiningSentences_tEnd,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,textMiningSentences_tStart,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,textMiningSentences_text,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,cohortId,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,targetFromSourceId,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,significantDriverMethods,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,reactionId,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,clinicalSignificances,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,datatypeId,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,diseaseFromSource,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,diseaseCellLines,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,allelicRequirements,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,confidenceIntervalLower,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,contrast,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,studyOverview,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,confidenceIntervalUpper,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,targetInModel,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,pathwayName,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,cohortDescription,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,variantRsId,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,studyCases,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,diseaseId,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,studyId,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,studySampleSize,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,targetSymbol,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,targetName,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,diseaseLabel,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,id,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,score,21.02,
str,clingen,evidenceFieldNotNullCountByDatasource,sourceId,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,targetId,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,variantId,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,variantAminoacidDescriptions,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,clinicalStatus,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,cohortPhenotypes,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,drugId,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,variantFunctionalConsequenceId,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,publicationYear,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,targetModulation,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,resourceScore,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,urls_niceName,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,urls_url,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,cohortShortName,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,pathwayId,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,literature,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,oddsRatio,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,log2FoldChangeValue,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,confidence,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_id,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedHumanPhenotypes_label,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,publicationFirstAuthor,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,pValueExponent,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,pValueMantissa,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,log2FoldChangePercentileRank,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,clinicalPhase,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,textMiningSentences_dEnd,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,textMiningSentences_dStart,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,textMiningSentences_section,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,textMiningSentences_tEnd,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,textMiningSentences_tStart,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,textMiningSentences_text,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,cohortId,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,targetFromSourceId,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,significantDriverMethods,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,reactionId,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,clinicalSignificances,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,datatypeId,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,biologicalModelGeneticBackground,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,diseaseFromSource,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,diseaseCellLines,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,allelicRequirements,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,confidenceIntervalLower,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,contrast,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,studyOverview,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,confidenceIntervalUpper,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,targetInModel,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,pathwayName,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,cohortDescription,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,variantRsId,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,studyCases,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,diseaseId,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,studyId,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,studySampleSize,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,targetSymbol,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,targetName,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,diseaseLabel,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,id,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,score,21.02,
str,eva,evidenceFieldNotNullCountByDatasource,sourceId,21.02,
str,gene2phenotype,evidenceFieldNotNullCountByDatasource,targetId,21.02,
str,gene2phenotype,evidenceFieldNotNullCountByDatasource,biologicalModelAllelicComposition,21.02,
str,gene2phenotype,evidenceFieldNotNullCountByDatasource,variantId,21.02,
str,gene2phenotype,evidenceFieldNotNullCountByDatasource,diseaseFromSourceId,21.02,
str,gene2phenotype,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_id,21.02,
str,gene2phenotype,evidenceFieldNotNullCountByDatasource,diseaseModelAssociatedModelPhenotypes_label,21.02,
str,gene2phenotype,evidenceFieldNotNullCountByDatasource,variantAminoacidDescriptions,21.02,
str,gene2phenotype,evidenceFieldNotNullCountByDatasource,clinicalStatus,21.02,
str,gene2phenotype,evidenceFieldNotNullCountByDatasource,mutatedSamples_functionalConsequenceId,21.02,
str,gene2phenotype,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberMutatedSamples,21.02,
str,gene2phenotype,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesTested,21.02,
str,gene2phenotype,evidenceFieldNotNullCountByDatasource,mutatedSamples_numberSamplesWithMutationType,21.02,
